zAxisPos,xAxisPos,AgentID,collisions,topSpeed(mph),currentSpeed(mph),distanceOfTravel(meters),raycastLength,tractionControl,VelocityMagnitude(BETA),VehicleMass,Downforce
-314.4357,-210.3164,-147168,0,20.0,10.0,1135.195,4,0,4.520276,3483,8.860469
-313.2625,-172.5069,-57712,2,20.0,13.19227,1030.715,9,0,5.897304,2105,5.804913
-290.9168,223.8978,-116358,0,20.0,10.0,1247.424,8,0,4.520503,4047,1.131522
-290.3976,-15.75818,-29342,2,20.0,10.0,911.3599,6,0,4.518997,2138,5.405807
-284.9107,-25.81178,-145056,0,20.0,10.0,1037.39,5,0,4.515561,937,8.544025999999999
-284.6479,33.729009999999995,-117766,0,10.0,5.0,1191.271,8,0,2.291173,4098,7.105482
-284.6052,58.94696,-87056,0,20.0,15.65806,1574.106,2,0,6.999581,282,0.2908893
-284.5905,-15.93631,-85296,0,20.0,9.999998,1377.734,7,0,4.525951999999999,5389,6.3220410000000005
-284.4656,-187.5087,-114246,0,20.0,10.0,1372.977,6,0,4.526174,7413,4.717373
-281.9001,-14.3075,-56656,1,20.0,3.9510919999999996,1172.279,8,0,1.766246,2122,4.190197
-280.0536,223.6755,-88464,1,30.0,15.07918,1350.5910000000001,2,0,6.740806,3134,0.8500629999999999
-277.2702,-164.9084,-114686,0,30.0,15.0,1428.773,8,0,6.7496089999999995,3715,9.096752
-276.7288,-13.985779999999998,-59384,2,20.0,9.999998,920.4732,1,0,4.515337000000001,2506,8.636484
-270.1236,164.4114,-30662,1,20.0,10.0,1009.8589999999999,7,0,4.521132,3437,6.234212
-266.4457,-195.2685,-117414,0,20.0,11.4242,1116.951,3,0,5.10693,138,4.220197
-263.4905,15.368839999999999,-29078,0,10.0,5.0,951.9572,2,0,2.286334,1298,2.323268
-259.9037,73.95329,-28286,0,20.0,10.0,928.9133,2,0,4.509664,7028,0.23825239999999998
-259.1925,-164.7436,-26966,1,30.0,26.639429999999997,1106.114,8,0,11.90855,7102,2.801346
-257.3563,-12.04882,-118030,3,20.0,9.999998,1326.0720000000001,6,0,4.520143,7014,5.835563
-256.0098,100.6035,-115654,3,20.0,11.49865,1373.595,7,0,5.140211,6701,0.24503490000000003
-255.1203,222.1777,-115214,1,30.0,24.87931,1461.142,4,0,11.12173,7303,5.851449
-254.9717,31.71743,-87848,0,20.0,10.0,1315.524,6,0,4.5184050000000004,2138,5.405807
-254.3426,120.3263,-144264,0,20.0,10.0,1105.89,4,0,4.521631,7303,5.851449
-237.6707,-45.171040000000005,-118206,1,20.0,10.0,1267.202,7,0,4.5199169999999995,3437,6.234212
-226.1362,-169.8519,-88728,0,20.0,10.0,1384.4520000000002,8,0,4.517926999999999,4098,7.105482
-225.3022,-72.04458000000001,-114334,3,10.0,5.0,1102.869,7,0,2.289763,5389,6.3220410000000005
-225.2527,-30.38448,-115038,0,20.0,10.0,1397.805,6,0,4.5193449999999995,1361,5.464564
-224.803,223.8432,-85648,2,20.0,10.0,1374.4360000000001,8,0,4.521536,3715,9.096752
-224.27200000000002,97.79939,-147256,0,20.0,10.89,1056.1860000000001,7,0,4.868125,3437,6.234212
-223.6865,-136.7001,-56128,0,20.0,10.10829,1041.517,7,0,4.518681,5389,6.3220410000000005
-222.7191,193.8371,-30222,1,20.0,12.86421,1007.043,8,0,5.750653,4098,7.105482
-217.2359,193.2288,-58592,0,20.0,10.0,1080.5,7,0,4.57032,1497,5.038979
-201.7651,-106.6584,-146816,0,20.0,10.27079,957.3058,8,0,4.591324,4098,7.105482
-196.8401,184.0841,-116094,0,20.0,9.999998,1402.846,2,0,4.536861,282,0.2908893
-195.1749,35.08023,-26614,1,20.0,10.0,953.9424,2,0,4.524322,7485,6.154612
-194.6017,36.29951,-114862,0,20.0,9.999998,1416.203,8,0,4.52184,2122,4.190197
-194.5008,272.2784,-144352,0,20.0,10.0,1047.606,4,0,4.520478,3187,1.346459
-194.0173,67.48371,-89168,2,20.0,13.48904,1251.539,7,0,6.029968,3437,6.234212
-185.3194,-283.7534,-86088,0,20.0,13.65376,1278.389,4,0,6.1036019999999995,5011,7.313003
-178.351,163.0219,-87936,0,20.0,10.0,1339.372,3,0,4.5620389999999995,3576,6.807281
-178.0438,165.1087,-88992,0,20.0,10.6231,1416.604,6,0,4.748817,7014,5.835563
-174.6858,-15.573260000000001,-27582,0,10.0,5.0,981.3923,4,0,2.288857,5011,7.313003
-173.6813,-104.7646,-28638,11,20.0,1.1673959999999999,845.3578,2,0,0.521858,1147,5.214017
-171.705,-104.4024,-27934,9,0.0,1.4321620000000002,592.6973,2,0,0.6402153,977,2.5486169999999997
-164.4228,-68.34463000000001,-28726,3,20.0,10.0,991.3565,4,0,4.510468,682,5.080798000000001
-164.0772,219.5574,-145848,0,20.0,11.37665,1096.744,7,0,5.0856699999999995,1497,5.038979
-163.5109,-68.14056,-85736,0,20.0,10.11646,1360.14,4,0,4.522336,7020,0.9956384
-156.782,76.06724,-145144,0,20.0,13.127239999999999,1182.3519999999999,2,0,5.8682360000000005,282,0.2908893
-144.7733,285.1688,-59824,0,20.0,10.0,1031.85,6,0,4.5312220000000005,7014,5.835563
-144.697,223.92,-57448,0,20.0,10.0,1098.741,7,0,4.516561,6701,0.24503490000000003
-144.2907,163.6362,-115566,0,20.0,10.0,1266.032,4,0,4.514696,1118,5.458315
-138.2168,-194.4473,-117238,1,20.0,10.0,1355.192,7,0,4.518853,2676,3.633125
-137.1936,74.22088000000001,-27406,1,20.0,10.0,1028.91,5,0,4.527825,6295,6.129537
-135.8974,-218.4957,-58680,0,20.0,11.658710000000001,1084.242,6,0,5.211762,2138,5.405807
-135.6128,127.3085,-115390,0,20.0,10.0,1380.809,4,0,4.510239,4703,9.241696000000001
-135.5787,-142.1852,-147080,0,20.0,9.999998,1097.567,6,0,4.529203,7014,5.835563
-135.566,-68.91478000000001,-114598,0,20.0,10.0,1330.479,3,0,4.518355000000001,5870,0.502775
-134.8103,60.804869999999994,-58240,0,20.0,10.10862,1072.627,3,0,4.51883,7223,1.859479
-134.5275,-232.2522,-116534,0,20.0,10.0,1683.243,8,0,4.519348,7336,7.434247999999999
-133.9664,189.3208,-87144,0,10.0,5.0,1313.9920000000002,2,0,2.289247,1147,5.214017
-133.6432,230.9885,-146552,0,20.0,10.11001,1040.377,2,0,4.519448000000001,3134,0.8500629999999999
-118.9538,-253.67700000000002,-85560,0,20.0,10.24699,1497.213,3,0,4.580686,5870,0.502775
-118.1501,226.4694,-146728,0,20.0,10.375810000000001,1074.12,1,0,4.638271,7106,3.917767
-118.1355,-285.8162,-147432,0,20.0,10.0,1038.346,7,0,4.518229,981,4.894718
-112.7628,136.5137,-30750,0,20.0,10.13707,1091.0910000000001,4,0,4.5315449999999995,7160,2.699402
-111.3333,226.3828,-115742,0,20.0,10.0,1409.8410000000001,5,0,4.564328,3172,6.888597
-109.04899999999999,-283.4877,-58768,1,20.0,9.999998,1020.753,3,0,4.520403,3576,6.807281
-107.9994,-75.76414,-118294,2,20.0,10.0,579.7041,4,0,4.516394,7160,2.699402
-107.2535,-136.3791,-146640,0,20.0,10.0,927.6062,1,0,4.514784,2506,8.636484
-106.4848,-144.0384,-56040,0,20.0,10.0,1029.748,6,0,4.574244,7413,4.717373
-106.251,-280.5331,-114422,0,20.0,10.0,1271.833,7,0,4.4952559999999995,2499,2.785405
-106.0289,-281.3097,-87232,0,20.0,15.79749,1423.1970000000001,4,0,7.061911,682,5.080798000000001
-105.8898,-191.2184,-143560,0,10.0,5.0,1064.26,8,0,2.283066,7102,2.801346
-105.6532,187.1963,-55952,1,20.0,10.0,1157.853,2,0,4.526785,7485,6.154612
-104.3253,-43.89075,-86440,1,20.0,15.074620000000001,1397.191,2,0,6.738764,977,2.5486169999999997
-103.2166,168.5867,-57184,0,20.0,10.0,895.0776,4,0,4.519014,4703,9.241696000000001
-102.8656,-4.85896,-27054,0,30.0,15.08392,1065.807,3,0,6.742925,5870,0.502775
-102.7103,161.6443,-144792,1,20.0,10.09385,1020.3510000000001,5,0,4.512224,3172,6.888597
-99.61533,226.0863,-88288,0,20.0,10.1193,1438.746,6,0,4.523601,5725,2.193673
-96.97322,195.9964,-27494,3,20.0,13.691510000000001,970.7937,6,0,6.120480000000001,1361,5.464564
-96.94646999999999,-16.50187,-56568,1,20.0,10.12702,1080.13,4,0,4.5270529999999995,7020,0.9956384
-95.98255999999999,44.52013,-26702,1,20.0,10.0,1072.5710000000001,6,0,4.516707,7413,4.717373
-87.01556,-16.0871,-27670,0,20.0,10.0,1112.012,4,0,4.570462,7303,5.851449
-85.83925,-255.9236,-57976,0,20.0,10.0,1036.037,2,0,4.5249239999999995,1147,5.214017
-78.47993000000001,226.5753,-116798,0,20.0,9.381532,1324.306,7,0,4.1938,1497,5.038979
-77.7117,-115.6337,-89080,0,30.0,15.10644,1291.197,4,0,6.75299,3483,8.860469
-76.73318,311.1487,-143208,0,20.0,10.0,1125.895,2,0,4.524539,7485,6.154612
-75.61835,62.97002,-114070,0,30.0,15.0,1402.48,4,0,6.748212,2268,6.336945
-75.33031,245.6583,-88552,0,10.0,5.0,1255.531,1,0,2.289962,2506,8.636484
-74.62204,151.8143,-115830,0,10.0,5.0,1358.868,2,0,2.287445,7028,0.23825239999999998
-73.93191999999999,-230.5195,-58328,0,20.0,11.133339999999999,1056.127,8,0,4.976909,7336,7.434247999999999
-73.68335,-55.49755,-85824,0,20.0,10.0,1223.152,8,0,4.518798,2122,4.190197
-72.16733,-118.6898,-118382,1,30.0,15.090320000000002,1357.6629999999998,7,0,6.745784,981,4.894718
-71.27634,-76.16045,-88816,0,20.0,9.596831,1219.08,2,0,4.290045,139,6.837638
-69.50555,164.1431,-86616,0,0.0,0.0,1426.6570000000002,7,0,0.06150607,6701,0.24503490000000003
-68.65706999999999,165.7727,-88112,0,20.0,10.0,1469.346,2,0,4.517512,493,2.751297
-67.56293000000001,-314.2781,-56832,0,20.0,10.0,1044.961,6,0,4.517718,1361,5.464564
-64.09328000000001,135.4218,-145408,0,10.0,5.0,830.4449,8,0,2.290833,4047,1.131522
-63.15099,44.78382,-116710,0,20.0,10.0,1159.747,5,0,4.5208699999999995,3030,0.37905520000000004
-52.40755,-43.5365,-146376,0,20.0,10.1058,1050.295,6,0,4.517567,5725,2.193673
-51.44312,284.0335,-28814,0,20.0,12.35412,1048.287,8,0,5.522627,4047,1.131522
-46.06258,-129.1523,-114950,0,10.0,6.552487999999999,1492.388,5,0,2.929141,6295,6.129537
-45.01385,270.4512,-117590,0,20.0,10.0,1300.404,1,0,4.521005000000001,2506,8.636484
-44.82455,235.796,-59296,0,20.0,10.0,914.6149,2,0,4.52086,3134,0.8500629999999999
-44.03172,223.9372,-87760,0,20.0,10.0,1364.361,7,0,4.567848000000001,1497,5.038979
-43.4715,-274.6505,-85032,0,30.0,15.0,1459.47,4,0,6.751303,2268,6.336945
-42.91982,236.2486,-28550,0,20.0,10.08015,1111.2160000000001,2,0,4.506104,282,0.2908893
-41.81981,-344.1906,-117326,0,20.0,8.981672,1406.469,6,0,4.015052,5725,2.193673
-40.92386,-316.6253,-29782,0,20.0,9.999998,1060.604,6,0,4.519756,5725,2.193673
-40.50295,-75.99586,-88640,0,20.0,8.794253999999999,1438.243,1,0,3.9312720000000003,7106,3.917767
-34.07111,-316.384,-145584,1,20.0,13.74872,1193.975,8,0,6.146051,7336,7.434247999999999
-32.06458,16.22762,-116270,0,20.0,17.791829999999997,1309.965,4,0,7.953434,682,5.080798000000001
-29.550720000000002,-314.1027,-144616,3,20.0,3.5731940000000004,1037.872,4,0,1.597315,1118,5.458315
-28.485770000000002,75.45612,-29958,0,10.0,10.0,803.2521,2,0,4.523415,3134,0.8500629999999999
-27.009559999999997,-342.4291,-86880,0,20.0,10.0,1370.731,9,0,4.575064,2105,5.804913
-21.67349,14.8479,-86352,1,0.0,0.0,1147.573,4,0,0.05697641,4703,9.241696000000001
-20.906670000000002,16.229429999999997,-86968,1,20.0,0.11847390000000001,1117.44,5,0,0.05296106,937,8.544025999999999
-20.67371,-134.2812,-116446,1,20.0,10.0,452.2608,3,0,4.517826,7223,1.859479
-16.90276,-40.97655,-30838,0,20.0,10.0818,908.7424,7,0,4.506839,981,4.894718
-15.99172,40.23782,-116974,0,20.0,10.951089999999999,1402.8220000000001,3,0,4.895437,3576,6.807281
-15.845479999999998,-216.1045,-88904,0,30.0,30.0,1327.953,1,0,13.42141,1701,3.0292529999999998
-13.6992,-322.8406,-87672,0,20.0,11.8249,1332.098,5,0,5.286053,3030,0.37905520000000004
-0.17749310000000001,-136.8626,-114774,0,20.0,10.0,1401.148,4,0,4.5795129999999995,7020,0.9956384
14.21875,-188.1794,-114510,0,10.0,5.0,1540.628,8,0,2.29427,7102,2.801346
14.68285,-209.0709,-118118,0,20.0,10.0,1469.856,4,0,4.521491,3483,8.860469
15.03025,135.8493,-59648,0,20.0,8.907671,968.7858,2,0,3.9819720000000003,139,6.837638
15.15525,-324.3447,-59736,0,30.0,15.0,1098.678,1,0,6.749511999999999,1701,3.0292529999999998
15.65572,313.7919,-27846,0,20.0,10.0,982.1816,4,0,4.517817,4703,9.241696000000001
17.26534,176.4464,-27318,0,30.0,15.108020000000002,1042.698,8,0,6.753699,2122,4.190197
19.01534,196.354,-26878,0,20.0,10.0,761.9306,7,0,4.512353,2499,2.785405
25.87855,-14.257229999999998,-146992,0,30.0,15.0,965.6331,1,0,6.7490559999999995,1701,3.0292529999999998
35.36315,193.8636,-115126,1,20.0,9.999998,1331.463,4,0,4.517912,5011,7.313003
42.18294,-165.6015,-29694,0,10.0,10.0,1007.932,7,0,4.521527,2676,3.633125
43.34841,102.3995,-56480,1,0.0,0.0,474.4266,8,0,0.06321297,3715,9.096752
43.90126,26.47996,-30486,2,20.0,10.0,966.3069,6,0,4.51644,7014,5.835563
44.17539,54.15373,-144088,2,20.0,10.0,936.7907,6,0,4.5175279999999995,1361,5.464564
44.40189,10.62188,-115478,1,20.0,9.999998,1412.983,2,0,4.566916,977,2.5486169999999997
44.41816,113.1625,-57360,0,0.0,0.0,742.1523,4,0,0.06784578,1118,5.458315
45.23836,-270.7863,-143912,0,20.0,10.0,1147.286,8,0,4.520491000000001,2122,4.190197
46.59865,-142.4694,-143120,0,20.0,11.17828,996.8155,4,0,4.996994,2268,6.336945
48.39278,-20.690739999999998,-146464,0,30.0,4.695627,899.0139999999999,3,0,2.0990729999999997,138,4.220197
55.89037,-225.2036,-29606,0,20.0,10.0,1110.438,2,0,4.514228,493,2.751297
63.978030000000004,-102.9259,-147344,1,10.0,10.0,1059.8110000000001,4,0,4.530142,7160,2.699402
71.71024,103.6713,-58064,0,0.0,0.0,823.153,4,0,0.06488565,682,5.080798000000001
74.47381999999999,96.87646,-144880,1,20.0,10.0,1044.6760000000002,2,0,4.5240089999999995,7028,0.23825239999999998
75.79639,215.7592,-59472,0,20.0,13.42932,965.1063,1,0,6.003272,7106,3.917767
76.00884,-43.68672,-116006,0,20.0,14.046879999999998,1340.344,5,0,6.279339,937,8.544025999999999
76.55696999999999,-62.0565,-116182,0,20.0,10.108419999999999,1364.855,2,0,4.518739,1147,5.214017
78.20786,162.5311,-85472,0,20.0,10.0,1286.899,8,0,4.518065,7102,2.801346
78.56438,134.9311,-57096,0,20.0,10.0,1038.387,4,0,4.574594,3187,1.346459
84.68082,255.6171,-117502,0,10.0,5.0,1198.215,2,0,2.290955,3134,0.8500629999999999
98.94533,-16.52523,-117062,2,20.0,10.0,1315.655,6,0,4.554861,508,3.2206930000000003
99.76841,163.9293,-115918,0,20.0,10.0,1401.432,9,0,4.5171779999999995,2105,5.804913
101.3556,197.9876,-87320,0,0.0,0.0,1035.737,8,0,0.06482899,4047,1.131522
101.5856,195.7057,-86000,0,0.0,0.0,731.6035,6,0,0.07216105,1361,5.464564
103.43,151.832,-115302,0,20.0,10.0,1357.521,4,0,4.570645,3187,1.346459
103.9885,81.23009,-57624,0,10.0,10.0,1030.441,2,0,4.521013,7028,0.23825239999999998
104.0694,-137.6778,-29430,0,20.0,13.19692,982.5364,3,0,5.8993839999999995,3576,6.807281
104.6783,-175.9539,-86704,0,20.0,9.999998,1399.2479999999998,5,0,4.526548,3172,6.888597
106.0394,-141.3579,-117678,2,20.0,12.35862,1406.635,1,0,5.524639,7106,3.917767
107.3454,-193.9619,-146288,0,20.0,10.114339999999999,941.3954,7,0,4.521383999999999,2676,3.633125
115.4307,-105.167,-28374,0,20.0,10.0,979.8712,9,0,4.52009,2105,5.804913
118.4809,225.1612,-56744,1,20.0,10.0,849.0705,5,0,4.525939,6295,6.129537
124.1967,-105.7501,-26790,0,20.0,10.0,993.2038,7,0,4.525754,5389,6.3220410000000005
133.856,-98.62683,-59208,1,20.0,6.533034,941.7338,3,0,2.920444,138,4.220197
134.9771,304.3501,-144440,0,20.0,10.0,963.4810000000001,4,0,4.521225,4703,9.241696000000001
135.3438,-84.92907,-116886,0,20.0,10.0,1309.43,6,0,4.521523,2138,5.405807
136.026,-164.4331,-146904,1,20.0,6.590941,909.6068,2,0,2.94633,139,6.837638
136.6859,-285.377,-29518,0,20.0,10.0,1010.725,6,0,4.557494,508,3.2206930000000003
137.0222,-338.17699999999996,-117854,0,20.0,10.0,1202.557,2,0,4.493456,139,6.837638
137.2646,-182.5714,-145320,0,20.0,10.0,984.9842,4,0,4.564518,682,5.080798000000001
137.6286,194.6637,-29166,0,10.0,5.0,929.385,5,0,2.288639,3030,0.37905520000000004
142.8595,-104.6973,-58856,1,0.0,10.0,1085.7069999999999,6,0,4.515765,508,3.2206930000000003
144.2466,-75.1105,-59032,2,20.0,10.0,877.6489,7,0,4.521215,2676,3.633125
146.2972,-75.12462,-87584,0,20.0,9.999998,1157.62,2,0,4.516901,1298,2.323268
147.7295,-15.3765,-56216,1,30.0,15.0,1039.1660000000002,7,0,6.752542,2499,2.785405
154.553,104.8923,-58152,1,20.0,10.0,1048.7169999999999,8,0,4.521623,4047,1.131522
156.7009,-134.6882,-58416,3,10.0,5.0,931.2347,2,0,2.286772,1298,2.323268
163.5971,127.5876,-56304,0,20.0,10.0,1096.655,8,0,4.575383,7102,2.801346
163.7343,-102.5069,-27758,0,20.0,10.0,869.2789,4,0,4.574049,3187,1.346459
164.2888,-102.2236,-57008,1,20.0,10.0,1075.566,4,0,4.52013,7303,5.851449
165.0412,175.8957,-57272,1,20.0,9.999998,996.1804,2,0,4.519083999999999,977,2.5486169999999997
165.6634,111.7003,-89256,0,20.0,10.0,1251.2089999999998,4,0,4.516294,7160,2.699402
166.8607,-152.7867,-85912,0,20.0,10.10955,1433.194,5,0,4.519245,6295,6.129537
171.3158,-225.6013,-86264,0,20.0,10.0,1413.8229999999999,4,0,4.515713,3187,1.346459
172.4725,103.5375,-59120,1,20.0,3.064186,1067.6789999999999,6,0,1.369775,5725,2.193673
175.8999,-225.4297,-143296,0,20.0,10.0,1082.23,6,0,4.5245489999999995,7413,4.717373
179.9108,-255.1447,-56392,1,20.0,10.0,958.6823,3,0,4.519908,5870,0.502775
180.9799,-75.27193,-57536,0,20.0,9.999998,936.416,5,0,4.521448,3172,6.888597
182.9519,193.8073,-29870,0,20.0,9.677138000000001,850.9017,3,0,4.325945,138,4.220197
185.9716,-44.8292,-30046,1,10.0,5.0,946.3639999999999,1,0,2.290116,2506,8.636484
191.6,-134.1444,-85208,0,10.0,5.0,1236.885,6,0,2.285763,7413,4.717373
192.6389,-18.15229,-86176,0,20.0,10.0,1248.859,4,0,4.534228,7303,5.851449
192.6985,-314.264,-116622,0,20.0,10.0,1293.27,2,0,4.514372,1298,2.323268
194.7371,-326.0821,-85384,0,20.0,20.0,1413.516,7,0,8.96164,2499,2.785405
195.0665,5.205183,-146200,0,20.0,10.0,1077.563,2,0,4.514026,493,2.751297
195.4294,23.60144,-145936,0,20.0,10.0,952.576,6,0,4.52095,2138,5.405807
195.5415,-188.7148,-117942,0,20.0,10.0,1214.521,1,0,4.517578,1701,3.0292529999999998
196.6112,-71.33191,-28022,0,20.0,10.0,1009.61,4,0,4.510496,1118,5.458315
209.9031,164.3181,-88376,0,20.0,10.0,1339.931,3,0,4.48466,138,4.220197
209.9064,-165.3492,-145496,0,20.0,10.0,1033.288,3,0,4.5180489999999995,7223,1.859479
213.993,-104.7772,-145232,0,10.0,5.0,951.9404,2,0,2.286175,1147,5.214017
220.5757,-103.3265,-60000,1,10.0,5.0,885.7761,7,0,2.3032619999999997,3437,6.234212
222.9545,-131.7215,-87496,2,20.0,10.0,1181.974,8,0,4.52813,7336,7.434247999999999
224.7079,-48.20377,-117150,0,20.0,9.774872,1380.514,2,0,4.369634,493,2.751297
224.84599999999998,-119.0173,-30310,0,20.0,10.0,873.2645,2,0,4.484806,139,6.837638
225.6069,4.481044,-30134,0,10.0,5.0,1063.019,1,0,2.2878939999999997,7106,3.917767
226.2944,-159.5248,-146024,0,20.0,8.087724,993.5759,3,0,3.6154330000000003,3576,6.807281
226.7463,-297.4634,-57888,1,20.0,13.037289999999999,1251.951,2,0,5.828025,282,0.2908893
229.3645,-46.330940000000005,-30398,0,20.0,9.089385,1052.996,1,0,4.063203,1701,3.0292529999999998
231.5108,-45.59655,-59560,1,20.0,10.0,1045.152,8,0,4.527277,4098,7.105482
232.2866,-283.8558,-28990,0,30.0,13.79611,929.1077,8,0,6.167239,7336,7.434247999999999
239.0249,-104.5481,-143824,0,20.0,17.20881,938.0842,4,0,7.692808,7020,0.9956384
242.3619,-103.1063,-57800,0,20.0,9.999998,982.2623,5,0,4.576280000000001,937,8.544025999999999
253.6222,199.7101,-86528,0,20.0,10.0,1328.76,4,0,4.512354,1118,5.458315
253.8375,-197.2069,-30574,1,20.0,12.362219999999999,979.5165,4,0,5.52625,3483,8.860469
254.5471,-151.8017,-146112,2,20.0,7.490659,1268.942,6,0,3.348529,508,3.2206930000000003
256.1499,-158.1469,-144528,2,20.0,10.0,1017.953,2,0,4.514492,977,2.5486169999999997
272.6379,-225.035,-143736,0,20.0,10.0,939.9203,8,0,4.521484,3715,9.096752
278.5114,-164.3797,-27230,0,20.0,10.0,988.4733,4,0,4.524983,7020,0.9956384
282.4971,161.8518,-27142,0,20.0,10.0,785.7018,8,0,4.521861,3715,9.096752
283.8212,-124.9993,-144968,0,20.0,10.12676,998.5061,9,0,4.5269379999999995,2105,5.804913
285.2682,-18.592670000000002,-143472,0,20.0,9.999998,1043.458,7,0,4.518832,2499,2.785405
286.596,186.2079,-144704,0,20.0,13.439279999999998,937.3235,7,0,6.007725,6701,0.24503490000000003
290.5598,-163.8714,-86792,0,20.0,10.09188,1287.973,2,0,4.511346,7028,0.23825239999999998
295.2751,104.7311,-85120,1,20.0,10.0,1388.318,2,0,4.530741,7485,6.154612
309.8509,-285.9094,-114158,0,20.0,10.0,1316.0829999999999,2,0,4.5110209999999995,7485,6.154612
314.5991,-295.3714,-88024,0,20.0,10.0,1236.22,6,0,4.512275,508,3.2206930000000003
327.0402,165.1176,-143648,0,30.0,15.0,1099.8110000000001,3,0,6.750202000000001,5870,0.502775
340.7916,165.9175,-26526,1,30.0,15.0,1006.168,4,0,6.749028,2268,6.336945
343.5457,74.62991,-88200,3,20.0,10.333269999999999,1417.4920000000002,7,0,4.619256,2676,3.633125
344.9222,91.53233,-143384,0,20.0,10.0,980.1293,7,0,4.520052,5389,6.3220410000000005
345.1827,-32.72034,-56920,0,10.0,5.0,1019.548,4,0,2.28971,5011,7.313003
345.4425,-25.88168,-29254,1,10.0,5.0,937.7819999999999,7,0,2.287072,1497,5.038979
345.4503,-120.3862,-59912,1,20.0,10.0,969.6543,4,0,4.521536,3483,8.860469
345.9658,60.86396,-28462,0,20.0,10.0,1086.55,5,0,4.5171730000000005,937,8.544025999999999
346.0339,-44.96548,-60176,1,0.0,4.999999,954.9133,7,0,2.284824,981,4.894718
346.6317,-25.20928,-58944,0,10.0,10.0,1084.991,2,0,4.520173000000001,493,2.751297
352.3934,-14.682429999999998,-145672,0,20.0,12.07429,1040.9389999999999,2,0,5.397536,1298,2.323268
352.509,134.563,-28110,1,20.0,9.999998,1090.09,7,0,4.523797,6701,0.24503490000000003
363.4331,104.8668,-145760,0,20.0,9.999998,1044.941,5,0,4.521208000000001,3030,0.37905520000000004
372.0385,162.0831,-144000,0,20.0,10.0,1028.242,5,0,4.516571,6295,6.129537
372.3987,-132.5177,-89344,0,20.0,10.0,1381.595,7,0,4.511908999999999,981,4.894718
374.2725,147.7115,-28902,1,20.0,15.2571,979.8419,3,0,6.820341,7223,1.859479
404.4399,-152.6365,-28198,0,20.0,10.0,971.7622,5,0,4.51963,3172,6.888597
434.8248,-53.72874,-144176,0,20.0,10.0,1077.734,4,0,4.520391,5011,7.313003
461.9191,-72.11201,-60088,0,30.0,25.42259,1122.06,4,0,11.36459,7160,2.699402
463.7351,-21.061989999999998,-87408,0,20.0,10.0,1488.48,3,0,4.524184,7223,1.859479
494.0954,-8.308492999999999,-58504,0,20.0,10.0,1054.6680000000001,5,0,4.5266779999999995,3030,0.37905520000000004
494.4116,-54.7434,-55864,0,20.0,10.0,976.7195,4,0,4.519508999999999,2268,6.336945
